text,label,attack_type,series,tier,psych_principles,source
"A call from someone claiming to be 'Officer Uche from DSS (Digital Security Service)': 'your internet activity has been flagged for surveillance of anti-government content. To cooperate with our investigation and avoid arrest, provide your full name, NIN, and bank account for monitoring purposes. Reply STOP to opt out or proceed now.",1,Vishing,Government & Identity,Novice,Government Surveillance Fear + Authority Impersonation,seag_augmented
"You receive a professionally designed email from 'support@accessbank-onlinebanking.ng' with your first name in the greeting: 'Dear [Your Name], unusual login detected from Kano, Nigeria at 03:14AM. If this was not you, verify your identity at the link below within 15 minutes or your account will be locked for 72 hours for investigation.'",1,Phishing,Banking & Finance,Sentinel,Urgency + False Familiarity + Fear,seag_csv
University of Lagos: Your acceptance letter for Medicine is ready. Visit the admissions office with your JAMB score of 301 and two passport photos.,0,None,Education,Legit,,template_legit
URGENT: Your Polaris Bank account has been suspended due to a failed BVN match. Re-verify at polarisbank-bvn-match.com within 12 hours.,1,Phishing,Banking & Finance,Novice,Fear + False Authority,seag_csv
"Dear student, your course registration for 2024/2025 First Semester has been completed. Your student ID is 210501087. Portal: unn.edu.ng",0,None,Education,Legit,,template_legit
"PiggyVest: Your savings of ₦250,000 has been locked in your Safelock. Target: 22 June 2025. Keep saving! 🐷",0,None,Banking,Legit,,template_legit
"Dear Valued Customer, Someone posing as a delivering a package requiring payment (Delivery company) contacts you and asks for your debit card details over the phone to 'process a ₦1,500 customs clearance fee' before delivery.",1,Pretexting,E-commerce & Shopping,Defender,False Convenience + Small Amount Trust,seag_augmented
"SMS: 'Polaris Bank: Your account ending **2483 has received a ₦40000 credit from an unknown sender. If you did not authorise this, click to dispute: polarisbank-dispute.com/ref470211' Click the link below to act now.",1,Smishing,Banking & Finance,Defender,Greed + False Urgency,seag_augmented
IT Department: Your VPN certificate expires in 7 days. Log in to the company portal to renew. Contact helpdesk@company.ng for assistance.,0,None,Work,Legit,,template_legit
"A call: 'Good day, I am Officer Musa from the CBN. your bank account is linked to suspected money laundering. Do not ignore this message.",1,Vishing,Government & Identity,Novice,Fear + Fear of Asset Seizure + Authority Impersonation,seag_augmented
"Paystack: Payment of ₦8,750 received from Total Filling Station. Reference: ZB0847291. Contact support@paystack.com if you did not initiate this.",0,None,Ecommerce,Legit,,template_legit
Your Instagram verification code is 847291. Do not share this with anyone. Instagram will never ask for this code.,0,None,Social,Legit,,template_legit
"A printed poster in the hospital staff room: 'BONUS: Staff who complete this quick patient satisfaction survey get a ₦5,000 airtime reward. Scan the QR code to participate — for hospital staff only.' Do not ignore this message.",1,Baiting,Healthcare & Medical,Defender,Greed + Physical Environment Trust,seag_augmented
"Hi Adebayo, the Q3 report is ready for your review. I have shared it to your Google Drive. Please comment before COB Friday.",0,None,Work,Legit,,template_legit
SECURITY ALERT: Your Sterling Bank account has been flagged for unusual login activity from Onitsha. Confirm your identity within 24 hours at sterlingbank-security-verify.com.,1,Phishing,Banking & Finance,Sentinel,Fear + False Familiarity,seag_augmented
SMS: 'NAFDAC WARNING: A batch of medication you may have purchased (Paracetamol 500mg) has been recalled due to contamination. Report your purchase at nafdac-recall.com for a refund and medical advice.' Failure to comply will result in restrictions.,1,Smishing,Banking & Finance,Novice,Health Fear + Civic Duty,seag_augmented
[AUTOMATED MESSAGE] Your Fidelity Bank debit card has been blocked after 3 failed PIN attempts from Port Harcourt. Unblock at fidelitybank-card-unblock.ng.,1,Phishing,Banking & Finance,Novice,Urgency + Fear,seag_augmented
"ACTION REQUIRED — You receive an email from 'security@zenithbank-alert.com' addressed to IT Professionals: 'Your Zenith Bank account has been restricted after a ₦2,500,000 transfer attempt to an account in Lagos was flagged. Verify identity at zenithbank-secure-ng.com within 36 hours to restore access.'",1,Phishing,Banking & Finance,Defender,Fear + False Legitimacy,seag_augmented
"SECURITY ALERT: You receive an email from 'security@firstbank-alert.com' addressed to Healthcare Workers: 'Your First Bank account has been restricted after a ₦120,000 transfer attempt to an account in Onitsha was flagged. Verify identity at firstbank-secure-ng.com within 24 hours to restore access.'",1,Phishing,Banking & Finance,Novice,Fear + False Legitimacy,seag_augmented
"Your GTBank account ending 2291 has been credited with ₦120,000 on Thursday 24 July. Your available balance is ₦55,890.75. If you did not initiate this, call 0700-482-6726.",0,None,Banking,Legit,,template_legit
Someone posing as a via student WhatsApp group (University course lecturer) contacts you and asks students to send their student ID and portal login credentials to a personal email address for 'grading system migration purposes'. Reply STOP to opt out or proceed now.,1,Pretexting,Education & Academia,Defender,Academic Compliance + Authority,seag_augmented
"Zenith Bank: Suspicious login attempt on your account at 15 July 2025. If not you, secure your account via the Zenith Mobile App NOW. Do NOT share your OTP with anyone.",0,None,HardNegative_Banking,Legit,,template_legit
"Airtel: Your recharge of ₦15,000 was successful. Your bonus 2,048MB data is now active. Valid for 7 days.",0,None,Telecom,Legit,,template_legit
"Through WhatsApp, someone claiming to be from a mutual friend contacts you and says is raising funds for a medical emergency abroad. They only need ₦50,000 to cover the hospital deposit. Reply STOP to opt out or proceed now.",1,Pretexting,Corporate & Professional,Sentinel,Compassion + Social Proof + Pretexting,seag_augmented
"Ref: SEC/2025/0084 — SMS: 'Your Konga order #KGA-52858 has been returned to our warehouse. To redeliver, confirm your address and pay ₦2,500 redelivery fee at konga-redeliver.com within 24hrs.'",1,Smishing,E-commerce & Shopping,Novice,False Delivery + Small Fee Trust,seag_augmented
"UBA: Your salary of ₦3,500 has been credited to your account ending 2291. Log in to UBA Mobile App to manage your finances.",0,None,Banking,Legit,,template_legit
"Airtel: Your recharge of ₦8,750 was successful. Your bonus 200MB data is now active. Valid for 30 days.",0,None,Telecom,Legit,,template_legit
Your Polaris Bank debit card has been blocked after 7 failed PIN attempts from Jos. Unblock at polarisbank-card-unblock.ng.,1,Phishing,Banking & Finance,Defender,Urgency + Fear,seag_csv
"A verified-looking Twitter/X account with 50,000 followers DMs you: 'We are running a social media ambassador programme. We'll pay ₦30,000/week for posting our content. Click the link below to act now.",1,Pretexting,Social Media & Digital,Sentinel,Greed + Social Proof + Identity Harvest,seag_augmented
"Kuda Bank: Your transfer of ₦15,000 to John Adeyemi (UBA) was successful. Transaction ID: ACC-TXN-88721.",0,None,Banking,Legit,,template_legit
"Dear Valued Customer, Your Sterling Bank account has been flagged for unusual login activity from Abeokuta. Confirm your identity within 24 hours at sterlingbank-security-verify.com.",1,Phishing,Banking & Finance,Defender,Fear + False Familiarity,seag_augmented
"IMPORTANT NOTICE: A call from someone claiming to be 'Officer Emeka from NPC (National Pension Commission)': 'your pension contributions show missing months that will affect your retirement benefits. To correct the records, confirm your RSA PIN and NIN for verification. This must be resolved within the hour or formal charges will be filed.'",1,Vishing,Government & Identity,Novice,Retirement Loss Fear + Authority Impersonation,seag_augmented
"WAEC: Your WASSCE result for 2024 is available. Log in to waecdirect.org with your exam number. PIN-based result checking is ₦2,500.",0,None,Education,Legit,,template_legit
"[AUTOMATED MESSAGE] You receive an email from 'security@accessbank-alert.com' addressed to Students: 'Your Access Bank account has been restricted after a ₦500,000 transfer attempt to an account in Benin City was flagged. Verify identity at accessbank-secure-ng.com within 24 hours to restore access.'",1,Phishing,Banking & Finance,Novice,Fear + False Legitimacy,seag_augmented
CBN: NIN-BVN linkage is required for all bank accounts. Visit your bank branch or use your bank's official USSD code. This service is completely FREE of charge.,0,None,HardNegative_Govt,Legit,,template_legit
"OPay: You have sent ₦250,000 to 09034567890. Your new balance is ₦55,890.75. If not you, call 01-8880000 immediately.",0,None,Banking,Legit,,template_legit
URGENT: Your Fidelity Bank account has been suspended due to a failed BVN match. Re-verify at fidelitybank-bvn-match.com within 24 hours.,1,Phishing,Banking & Finance,Sentinel,Fear + False Authority,seag_csv
Glo: Your number 09034567890 has been successfully ported. Your new SIM will be active within 24 hours. Thank you for choosing Glo.,0,None,Telecom,Legit,,template_legit
Your FCMB debit card has been blocked after 7 failed PIN attempts from Kaduna. Unblock at fcmb-card-unblock.ng. Click the link below to act now.,1,Phishing,Banking & Finance,Sentinel,Urgency + Fear,seag_augmented
"SMS from 'MTN-NG-REWARD': 'You have won ₦350,000 in the MTN Customer Loyalty Draw. Your PIN is ACTIVATED. Failure to comply will result in restrictions.",1,Smishing,Banking & Finance,Sentinel,Greed + Urgency + False Legitimacy,seag_augmented
"Zenith Bank: Your scheduled standing order of ₦15,000 to John Adeyemi has been processed successfully. Ref: ACC-TXN-88721.",0,None,Banking,Legit,,template_legit
"PiggyVest: Your savings of ₦250,000 has been locked in your Safelock. Target: 15 July 2025. Keep saving! 🐷",0,None,Banking,Legit,,template_legit
Someone posing as a via student WhatsApp group (University course lecturer) contacts you and asks students to send their student ID and portal login credentials to a personal email address for 'grading system migration purposes'. Click the link below to act now.,1,Pretexting,Education & Academia,Novice,Academic Compliance + Authority,seag_augmented
Your GTBank account has been flagged for unusual login activity from Asaba. Confirm your identity within 12 hours at gtbank-security-verify.com. Do not ignore this message.,1,Phishing,Banking & Finance,Sentinel,Fear + False Familiarity,seag_augmented
UBA: We've detected unusual activity on your account. Log in to the UBA Mobile App to review. Do NOT click any links sent to you — we never send login links via SMS.,0,None,HardNegative_Banking,Legit,,template_legit
"ACTION REQUIRED — SMS: 'Airtel: Port your number to our new network architecture. To complete the migration, reply with your 6-digit porting PIN and NIN. Migration is free — valid for 24 hours only.'",1,Smishing,Telecom & Mobile,Defender,SIM Swap + OTP Theft,seag_augmented
"You receive an email from 'security@firstbank-alert.com' addressed to IT Professionals: 'Your First Bank account has been restricted after a ₦25,000 transfer attempt to an account in Kano was flagged. Verify identity at firstbank-secure-ng.com within 24 hours to restore access.' Reply STOP to opt out or proceed now.",1,Phishing,Banking & Finance,Novice,Fear + False Legitimacy,seag_augmented
"Airtel: Your recharge of ₦3,500 was successful. Your bonus 1,024MB data is now active. Valid for 14 days.",0,None,Telecom,Legit,,template_legit
"PiggyVest: Your savings of ₦15,000 has been locked in your Safelock. Target: Thursday 24 July. Keep saving! 🐷",0,None,Banking,Legit,,template_legit
Your leave request for Thursday 24 July to 20 July 2025 has been approved by HR. Your leave balance is 3 days remaining.,0,None,Work,Legit,,template_legit
